File Name,Area,Perimeter,Hu Moment 1,Hu Moment 2,Hu Moment 3,Hu Moment 4,Hu Moment 5,Hu Moment 6,Hu Moment 7,Label
0686.jpg,36273.5,778.5269113779068,0.1761957789899916,0.003235453261089965,6.927727751452714e-06,1.937651340044889e-08,-3.907961826179179e-15,9.007715223745536e-11,-5.9267483522470685e-15,0
0310.jpg,36080.5,758.2670240402222,0.17245578497044928,0.0024688100626176082,0.00011372072013582905,2.826461660983347e-06,-5.022216923448745e-11,-9.843425027712779e-08,6.7512417443365436e-12,0
0529.jpg,37876.5,784.3847759962082,0.17351453178845966,0.002342932679848007,4.932961829197365e-07,2.0757203645317752e-08,-1.265370662487339e-15,-6.069855324542191e-10,-1.6764908633576162e-15,0
0157.jpg,30977.5,779.6984843015671,0.19518262247773438,0.007758928660518272,0.00024125596279755206,1.9799420622634153e-05,2.26269031567402e-10,-1.3363653378452342e-06,1.3495781895642049e-09,0
0163.jpg,27108.0,728.735062122345,0.1762453953130421,0.00245129835697751,0.0004913183837309496,7.159762200958453e-06,1.0570566510521868e-10,1.408703841270569e-07,-4.112815377746828e-10,3
0038.jpg,27879.5,718.2914110422134,0.17636549644071806,0.002023262883863809,0.0007231359377008296,1.2269043102767756e-05,-1.0632850484763156e-09,-3.221144379379806e-07,-4.5271393263785624e-10,3
1103.jpg,37928.0,767.3969691991806,0.1726934600379408,0.0024469239028065116,6.816750460440865e-06,5.299984797602191e-07,-1.0070434730741724e-12,-2.621458611279185e-08,-2.6684615089328825e-14,0
0271.jpg,33715.0,781.4558436870575,0.18008919690539746,0.0041163377497839574,0.0003386481063106055,9.639333458391925e-06,5.506338165059082e-10,6.127678821676965e-07,1.0698135927952448e-11,0
0298.jpg,33088.5,729.6639944314957,0.17113066287126116,0.001948522990040895,0.00021879799836298127,1.702959983935791e-06,-3.1665727445967526e-11,-2.93589966413542e-08,-8.823892563154248e-12,0
0264.jpg,25838.0,766.7106767892838,0.2226279434762033,0.012171693590657538,0.0029751259868881002,0.0002447180858906166,-1.943480130040256e-08,-5.870042185264823e-06,2.0790383010619628e-07,3
